attrition,age,travel,department,distance,gender,job_satisf,marital,num_comp,total_exp,yrs_in comp,yrs_in_curr_role,yrs_since_prom,yrs_with_curr_mgr
No,35,Non-Travel,Research & Development,2,Female,1,Divorced,2,16,1,0,0,0
No,32,Travel_Frequently,Research & Development,24,Male,4,Married,1,10,10,8,4,7
No,38,Travel_Rarely,Research & Development,2,Male,3,Married,6,6,1,0,0,1
No,34,Travel_Rarely,Research & Development,8,Female,1,Divorced,3,7,0,0,0,0
Yes,33,Travel_Rarely,Research & Development,1,Male,4,Single,1,10,10,9,7,8
No,25,Travel_Rarely,Sales,26,Female,4,Single,1,6,6,5,1,4
No,23,Travel_Rarely,Research & Development,10,Male,3,Single,1,2,2,2,0,2
Yes,47,Travel_Frequently,Sales,27,Female,3,Single,4,8,5,4,1,3
Yes,55,Travel_Rarely,Research & Development,2,Male,1,Married,5,24,5,2,1,4
No,52,Non-Travel,Research & Development,19,Male,4,Married,0,5,4,3,1,2
No,26,Travel_Frequently,Research & Development,1,Female,4,Divorced,3,5,2,2,2,0
No,29,Travel_Rarely,Research & Development,27,Female,3,Married,4,11,8,7,1,1
Yes,26,Travel_Rarely,Sales,8,Male,1,Single,6,6,4,3,1,2
No,54,Travel_Rarely,Research & Development,19,Female,1,Divorced,9,9,5,3,1,4
No,27,Travel_Frequently,Sales,8,Male,4,Married,0,5,4,2,1,1
No,37,Travel_Rarely,Research & Development,10,Female,1,Divorced,0,6,5,3,4,3
No,34,Travel_Rarely,Research & Development,2,Female,1,Single,1,6,6,5,1,3
No,35,Travel_Rarely,Sales,8,Female,4,Married,1,3,3,2,0,2
No,40,Travel_Frequently,Research & Development,2,Female,2,Married,1,8,8,7,3,7
No,42,Travel_Frequently,Research & Development,8,Male,4,Divorced,1,24,24,7,14,9
Yes,23,Travel_Rarely,Research & Development,6,Male,1,Married,1,1,0,0,0,0
No,52,Travel_Rarely,Research & Development,11,Female,3,Married,8,9,5,2,1,4
No,50,Travel_Rarely,Research & Development,2,Male,3,Married,5,30,4,3,0,3
Yes,29,Travel_Rarely,Research & Development,1,Female,1,Married,1,1,1,0,0,0
No,33,Travel_Rarely,Research & Development,7,Male,3,Married,0,14,13,9,3,7
Yes,33,Travel_Rarely,Sales,16,Female,1,Single,5,6,3,2,0,2
No,47,Travel_Rarely,Research & Development,2,Female,4,Married,1,26,26,14,3,0
No,36,Travel_Rarely,Research & Development,1,Female,2,Married,0,10,9,7,0,5
No,29,Travel_Rarely,Research & Development,23,Male,3,Married,1,10,10,7,0,7
Yes,58,Travel_Rarely,Research & Development,2,Male,2,Single,7,40,31,15,13,8
No,35,Travel_Rarely,Research & Development,1,Female,3,Single,3,7,2,2,2,2
No,42,Travel_Rarely,Research & Development,1,Female,4,Married,9,8,4,3,0,2
No,36,Travel_Rarely,Human Resources,13,Male,2,Married,4,8,5,2,0,4
No,32,Travel_Rarely,Research & Development,4,Female,3,Married,1,14,14,13,6,8
No,40,Travel_Frequently,Research & Development,16,Male,3,Single,6,10,1,0,0,0
No,45,Travel_Rarely,Research & Development,2,Female,3,Single,1,1,1,0,0,0
No,42,Travel_Rarely,Research & Development,29,Male,2,Married,1,10,9,8,7,8
No,34,Travel_Frequently,Research & Development,16,Female,4,Single,1,6,5,2,1,3
No,43,Travel_Rarely,Research & Development,14,Male,1,Married,6,22,4,1,1,0
Yes,26,Travel_Frequently,Research & Development,5,Female,3,Married,1,8,8,7,1,7
No,27,Non-Travel,Research & Development,3,Male,4,Married,1,0,0,0,0,0
No,44,Travel_Rarely,Research & Development,4,Male,2,Single,9,10,5,2,2,3
No,25,Travel_Rarely,Research & Development,2,Male,1,Single,7,6,4,3,0,1
No,33,Travel_Rarely,Sales,1,Male,1,Divorced,1,9,9,8,0,8
No,35,Travel_Rarely,Research & Development,27,Female,1,Single,1,6,6,5,1,1
No,36,Travel_Rarely,Sales,1,Male,4,Married,1,18,18,14,4,11
No,32,Travel_Rarely,Sales,13,Male,4,Divorced,2,8,5,2,0,3
No,53,Travel_Rarely,Sales,7,Female,4,Married,7,35,5,2,0,4
No,45,Travel_Rarely,Sales,9,Male,1,Divorced,4,18,5,4,0,2
No,32,Travel_Rarely,Research & Development,8,Female,3,Married,5,9,5,3,1,3
No,37,Travel_Rarely,Sales,16,Male,3,Divorced,4,9,1,0,0,0
No,42,Travel_Frequently,Research & Development,2,Male,4,Single,5,8,2,1,2,2
No,36,Travel_Rarely,Human Resources,8,Male,1,Married,0,6,5,4,0,3
No,35,Travel_Rarely,Research & Development,9,Female,3,Married,1,17,17,14,5,15
Yes,35,Travel_Frequently,Research & Development,25,Female,2,Divorced,1,10,10,2,7,8
No,32,Non-Travel,Research & Development,1,Male,4,Divorced,0,4,3,0,0,2
No,25,Travel_Rarely,Sales,4,Male,1,Married,1,5,5,2,0,3
No,49,Travel_Rarely,Research & Development,1,Female,1,Married,2,7,4,2,0,2
No,24,Non-Travel,Research & Development,4,Male,4,Married,0,6,5,2,3,4
No,38,Travel_Rarely,Sales,9,Male,2,Married,0,3,2,2,1,2
No,42,Travel_Rarely,Research & Development,3,Female,4,Married,2,17,5,3,1,3
No,31,Travel_Rarely,Research & Development,11,Male,4,Married,3,8,6,4,0,2
Yes,29,Travel_Rarely,Sales,1,Female,3,Divorced,6,5,3,2,0,2
No,35,Travel_Rarely,Research & Development,25,Male,2,Married,3,16,13,10,4,8
No,37,Travel_Frequently,Sales,21,Female,4,Married,5,10,5,4,0,0
No,37,Non-Travel,Sales,19,Male,2,Single,1,10,10,0,0,9
No,39,Travel_Rarely,Human Resources,2,Female,4,Married,8,13,5,4,0,4
No,29,Travel_Rarely,Research & Development,7,Female,4,Divorced,6,8,4,3,0,3
No,28,Travel_Rarely,Sales,5,Male,4,Single,1,4,4,2,0,2
Yes,58,Travel_Frequently,Research & Development,2,Male,4,Divorced,9,3,1,0,0,0
No,43,Travel_Rarely,Research & Development,8,Female,2,Divorced,4,4,1,0,0,0
Yes,21,Travel_Rarely,Research & Development,18,Female,4,Single,1,1,1,0,0,0
No,36,Travel_Rarely,Research & Development,14,Male,4,Married,0,17,16,8,4,11
No,47,Travel_Rarely,Sales,2,Female,4,Single,1,3,3,2,1,2
Yes,41,Travel_Rarely,Research & Development,2,Female,4,Divorced,4,10,7,7,1,0
No,28,Travel_Rarely,Research & Development,9,Female,3,Divorced,5,6,2,2,2,2
Yes,39,Travel_Rarely,Research & Development,6,Male,1,Married,7,8,2,2,2,2
No,34,Travel_Rarely,Research & Development,10,Male,2,Divorced,1,1,1,0,1,0
No,33,Travel_Rarely,Research & Development,1,Male,1,Single,3,6,3,2,0,2
No,58,Travel_Rarely,Research & Development,5,Female,2,Divorced,2,24,6,0,0,4
No,31,Travel_Rarely,Sales,7,Male,3,Married,3,13,7,7,5,2
No,35,Travel_Rarely,Research & Development,21,Female,4,Married,1,10,10,6,0,7
No,49,Travel_Rarely,Research & Development,8,Female,2,Married,4,29,26,9,1,7
No,48,Travel_Rarely,Research & Development,20,Male,3,Married,4,13,0,0,0,0
No,36,Travel_Rarely,Research & Development,7,Male,4,Single,2,8,6,2,0,1
No,40,Travel_Rarely,Sales,10,Male,2,Divorced,2,11,1,0,0,0
No,26,Travel_Frequently,Sales,1,Male,1,Single,1,7,7,7,0,7
No,41,Travel_Rarely,Research & Development,6,Male,1,Single,2,20,18,13,2,17
No,36,Travel_Rarely,Research & Development,2,Male,3,Single,4,16,11,8,3,9
Yes,19,Travel_Rarely,Sales,21,Male,2,Single,1,1,1,0,0,0
Yes,20,Travel_Rarely,Research & Development,4,Male,1,Single,1,1,1,0,0,0
No,33,Travel_Rarely,Research & Development,1,Female,4,Single,0,6,5,0,1,4
No,45,Non-Travel,Research & Development,4,Male,2,Married,1,9,9,7,0,8
No,29,Travel_Frequently,Sales,20,Female,4,Married,1,3,3,1,0,2
No,52,Travel_Rarely,Research & Development,1,Male,4,Married,2,26,9,8,7,8
Yes,58,Travel_Rarely,Research & Development,2,Male,3,Single,4,7,1,0,0,0
No,53,Travel_Rarely,Sales,2,Male,3,Divorced,6,22,17,13,15,2
No,38,Non-Travel,Sales,10,Female,4,Single,1,6,5,3,1,3
No,35,Travel_Rarely,Sales,3,Male,4,Divorced,6,12,10,9,0,8
No,39,Travel_Rarely,Sales,2,Male,3,Single,0,9,8,7,0,7
No,47,Travel_Frequently,Research & Development,16,Male,3,Divorced,1,20,19,10,2,7
No,36,Non-Travel,Sales,8,Male,4,Divorced,4,12,7,7,0,7
No,33,Non-Travel,Sales,17,Male,3,Single,1,10,10,8,6,0
No,33,Travel_Rarely,Research & Development,13,Female,4,Single,3,5,3,2,0,2
No,45,Travel_Rarely,Research & Development,1,Female,4,Divorced,3,8,5,3,0,2
No,33,Travel_Frequently,Research & Development,1,Female,2,Married,1,6,6,5,1,2
No,41,Travel_Frequently,Research & Development,9,Male,3,Divorced,2,21,18,16,0,11
No,47,Travel_Rarely,Sales,4,Female,4,Single,1,9,9,0,0,7
No,50,Travel_Rarely,Research & Development,24,Male,3,Married,3,22,12,11,1,5
No,38,Travel_Frequently,Research & Development,10,Male,3,Married,0,3,2,1,0,2
No,46,Travel_Rarely,Research & Development,7,Male,3,Divorced,6,13,8,7,0,7
No,24,Travel_Rarely,Research & Development,17,Female,3,Divorced,1,5,4,2,3,2
No,31,Travel_Frequently,Research & Development,1,Female,1,Married,1,4,4,3,0,3
No,54,Travel_Rarely,Research & Development,17,Female,3,Married,8,22,10,7,0,8
No,35,Travel_Rarely,Research & Development,25,Female,3,Divorced,1,16,16,10,10,1
No,30,Travel_Rarely,Research & Development,8,Female,1,Married,0,9,8,7,1,7
Yes,30,Travel_Frequently,Research & Development,5,Female,2,Single,0,4,3,2,1,2
No,48,Travel_Rarely,Research & Development,6,Male,3,Single,2,19,2,2,2,2
No,48,Travel_Rarely,Research & Development,4,Male,3,Single,7,27,15,11,4,8
No,41,Travel_Rarely,Research & Development,7,Female,3,Single,6,8,2,2,2,1
No,39,Travel_Rarely,Research & Development,1,Female,4,Married,1,21,21,6,11,8
No,27,Travel_Rarely,Research & Development,2,Female,4,Married,0,4,3,2,2,2
No,35,Travel_Rarely,Research & Development,10,Male,4,Divorced,1,3,3,2,1,2
No,50,Travel_Rarely,Research & Development,9,Male,4,Married,4,8,1,0,0,0
No,59,Travel_Rarely,Research & Development,2,Female,4,Single,3,30,5,3,4,3
Yes,37,Travel_Rarely,Research & Development,11,Female,2,Married,5,15,1,0,0,0
No,41,Non-Travel,Research & Development,7,Female,3,Divorced,1,21,21,16,5,10
Yes,26,Non-Travel,Sales,29,Male,1,Single,8,7,2,2,2,2
Yes,52,Travel_Rarely,Sales,2,Female,4,Married,1,33,32,14,6,9
No,44,Travel_Rarely,Sales,28,Female,4,Married,3,23,12,11,11,11
No,50,Non-Travel,Sales,1,Female,3,Married,0,19,18,7,0,13
No,39,Travel_Frequently,Research & Development,22,Female,1,Single,1,21,21,6,2,8
No,33,Non-Travel,Sales,8,Female,4,Single,0,3,2,2,2,2
No,45,Travel_Rarely,Sales,11,Female,4,Married,3,26,9,3,1,1
No,32,Non-Travel,Research & Development,29,Female,3,Single,9,10,8,7,7,7
No,34,Travel_Rarely,Sales,1,Male,4,Divorced,0,16,15,1,0,9
No,45,Travel_Rarely,Human Resources,24,Male,2,Single,1,6,6,3,0,4
Yes,36,Travel_Rarely,Research & Development,15,Male,3,Divorced,7,9,1,0,0,0
Yes,26,Travel_Frequently,Research & Development,2,Male,1,Married,6,6,3,2,1,2
No,34,Travel_Rarely,Sales,10,Female,3,Married,1,1,1,1,0,0
No,28,Travel_Rarely,Sales,10,Male,2,Married,1,1,1,0,0,0
No,38,Travel_Frequently,Research & Development,3,Male,3,Married,3,8,2,2,2,2
No,37,Travel_Rarely,Research & Development,3,Female,2,Single,3,8,4,3,0,1
No,40,Travel_Rarely,Sales,26,Male,1,Married,1,8,7,7,7,5
No,46,Travel_Rarely,Research & Development,1,Male,4,Divorced,9,23,2,2,2,2
No,54,Travel_Rarely,Sales,2,Female,3,Married,6,13,9,4,7,0
No,56,Travel_Frequently,Research & Development,9,Female,3,Married,2,18,5,4,0,3
No,36,Travel_Rarely,Research & Development,12,Female,4,Single,0,15,14,8,7,8
No,43,Travel_Rarely,Sales,25,Male,4,Divorced,5,18,1,0,0,0
Yes,20,Travel_Frequently,Sales,9,Female,4,Single,1,2,2,2,0,2
Yes,21,Travel_Rarely,Research & Development,10,Female,1,Single,1,1,1,0,1,0
No,46,Travel_Rarely,Research & Development,8,Female,1,Divorced,8,19,16,13,1,7
Yes,51,Travel_Rarely,Research & Development,4,Male,3,Married,9,18,10,0,2,7
Yes,28,Non-Travel,Research & Development,24,Male,1,Single,1,10,10,7,1,9
No,26,Travel_Rarely,Research & Development,1,Male,1,Married,1,6,5,3,1,3
No,41,Travel_Rarely,Research & Development,7,Female,3,Married,1,10,10,6,0,8
No,38,Travel_Rarely,Research & Development,17,Female,3,Married,0,20,19,9,1,9
No,27,Non-Travel,Research & Development,8,Male,3,Married,1,3,3,2,1,2
No,33,Travel_Rarely,Research & Development,5,Male,4,Divorced,4,9,3,2,1,2
Yes,35,Travel_Rarely,Sales,4,Male,1,Single,0,9,8,7,4,7
Yes,33,Travel_Frequently,Research & Development,29,Female,3,Single,1,14,13,7,3,8
No,28,Travel_Rarely,Research & Development,15,Male,3,Divorced,1,4,4,2,2,2
No,34,Travel_Frequently,Research & Development,3,Male,4,Single,0,7,6,2,0,4
No,37,Travel_Rarely,Sales,10,Female,4,Divorced,2,8,1,0,0,0
Yes,25,Travel_Rarely,Research & Development,4,Male,4,Married,1,7,7,7,5,6
Yes,26,Travel_Rarely,Research & Development,21,Male,3,Divorced,1,1,1,1,0,0
No,42,Travel_Rarely,Research & Development,2,Male,1,Married,0,23,22,6,13,7
Yes,28,Travel_Frequently,Research & Development,1,Male,2,Divorced,1,1,1,0,0,0
Yes,50,Travel_Frequently,Sales,1,Male,3,Single,3,5,0,0,0,0
No,34,Non-Travel,Research & Development,3,Male,4,Married,3,6,0,0,0,0
No,48,Non-Travel,Research & Development,1,Male,4,Single,2,27,5,4,2,1
No,52,Travel_Rarely,Research & Development,7,Male,2,Single,7,18,8,6,4,0
No,38,Travel_Rarely,Sales,10,Male,3,Divorced,0,9,8,7,2,7
No,28,Travel_Rarely,Research & Development,3,Female,2,Divorced,0,10,9,7,1,7
No,46,Travel_Rarely,Sales,3,Male,3,Married,3,23,12,9,4,9
No,38,Travel_Rarely,Sales,2,Male,2,Single,7,10,1,0,0,0
No,43,Travel_Frequently,Research & Development,27,Female,1,Married,8,18,8,7,0,1
No,40,Travel_Rarely,Research & Development,14,Male,3,Single,1,21,20,7,4,9
No,21,Travel_Rarely,Research & Development,1,Female,2,Single,1,2,2,2,2,2
No,39,Non-Travel,Research & Development,9,Male,2,Single,9,9,5,4,0,3
No,36,Non-Travel,Research & Development,18,Male,4,Single,2,18,11,9,0,9
No,31,Travel_Frequently,Sales,20,Male,4,Married,0,3,2,2,2,2
No,28,Travel_Rarely,Research & Development,2,Male,2,Married,0,6,5,3,0,4
No,35,Travel_Frequently,Sales,11,Male,4,Divorced,1,5,5,2,0,2
No,49,Travel_Rarely,Sales,8,Male,2,Married,6,22,9,8,2,3
No,29,Travel_Rarely,Research & Development,8,Male,4,Married,1,10,10,7,1,2
No,28,Travel_Frequently,Research & Development,6,Male,3,Divorced,1,3,3,1,0,2
Yes,18,Non-Travel,Research & Development,8,Male,3,Single,1,0,0,0,0,0
Yes,33,Travel_Rarely,Sales,9,Female,1,Single,0,6,5,2,0,3
Yes,31,Travel_Frequently,Research & Development,15,Male,3,Married,1,2,2,2,2,2
No,37,Travel_Rarely,Research & Development,25,Female,4,Divorced,7,9,6,2,1,3
No,27,Travel_Rarely,Research & Development,6,Male,3,Married,1,4,4,2,2,2
No,34,Travel_Rarely,Sales,9,Female,3,Married,1,6,6,5,1,3
No,35,Travel_Rarely,Human Resources,8,Male,3,Single,1,6,5,4,1,4
Yes,29,Travel_Rarely,Sales,23,Female,1,Married,1,11,11,8,3,10
No,40,Travel_Frequently,Research & Development,9,Female,3,Single,9,20,18,7,2,13
Yes,42,Travel_Frequently,Sales,12,Male,1,Single,0,22,21,9,13,14
No,42,Travel_Rarely,Sales,4,Male,1,Single,7,9,6,4,1,5
No,35,Travel_Rarely,Research & Development,1,Male,3,Married,6,10,8,0,1,7
Yes,28,Travel_Rarely,Research & Development,12,Female,4,Married,1,1,1,1,0,0
No,30,Travel_Rarely,Sales,10,Male,3,Married,1,10,10,3,1,4
No,40,Travel_Frequently,Research & Development,26,Female,4,Married,3,16,1,1,0,0
No,35,Travel_Rarely,Research & Development,2,Male,2,Divorced,2,15,7,7,6,4
No,35,Travel_Frequently,Research & Development,4,Male,4,Married,1,2,2,2,2,2
No,32,Non-Travel,Sales,2,Female,1,Divorced,1,1,1,0,0,0
No,29,Travel_Rarely,Research & Development,6,Female,4,Married,1,10,10,8,0,8
No,19,Travel_Rarely,Research & Development,9,Male,1,Single,1,1,1,1,0,0
No,20,Travel_Rarely,Research & Development,3,Male,3,Single,1,2,2,2,1,2
No,53,Travel_Rarely,Research & Development,7,Female,3,Divorced,3,26,7,7,4,7
No,29,Travel_Rarely,Research & Development,15,Female,4,Married,0,6,5,4,1,3
Yes,22,Travel_Frequently,Research & Development,3,Male,4,Married,0,1,0,0,0,0
No,46,Travel_Rarely,Sales,2,Female,1,Married,8,28,26,15,15,9
No,44,Non-Travel,Research & Development,17,Male,3,Single,2,6,0,0,0,0
No,33,Travel_Rarely,Human Resources,2,Male,3,Married,1,5,5,4,1,4
Yes,41,Non-Travel,Research & Development,5,Male,1,Divorced,6,5,1,0,0,0
No,30,Travel_Rarely,Sales,29,Male,1,Divorced,8,8,4,3,0,3
No,40,Travel_Frequently,Sales,2,Male,2,Married,5,5,0,0,0,0
No,50,Travel_Frequently,Research & Development,2,Female,1,Married,2,32,2,2,2,2
No,46,Travel_Rarely,Research & Development,15,Male,2,Married,5,25,4,2,0,3
No,35,Travel_Rarely,Sales,17,Male,1,Married,3,15,7,7,1,7
Yes,24,Travel_Rarely,Research & Development,17,Female,2,Married,1,1,1,0,0,0
No,33,Travel_Frequently,Sales,25,Female,3,Married,1,10,10,7,0,1
No,36,Travel_Rarely,Research & Development,6,Male,3,Divorced,1,7,7,7,1,7
No,30,Travel_Rarely,Research & Development,7,Male,3,Divorced,1,10,10,7,8,9
No,44,Travel_Rarely,Research & Development,29,Male,4,Single,1,20,20,11,13,17
No,20,Travel_Rarely,Sales,21,Male,4,Single,1,2,2,1,2,2
No,46,Travel_Rarely,Research & Development,2,Male,4,Divorced,2,12,6,3,1,4
No,60,Travel_Rarely,Sales,7,Male,4,Divorced,0,12,11,7,1,9
No,32,Travel_Frequently,Research & Development,13,Female,2,Married,1,2,2,2,2,2
No,40,Travel_Rarely,Sales,10,Female,2,Divorced,7,7,5,1,1,3
No,30,Travel_Rarely,Research & Development,1,Male,2,Married,0,12,11,9,5,7
No,42,Travel_Frequently,Research & Development,26,Female,1,Married,3,20,1,0,0,0
No,27,Travel_Rarely,Research & Development,14,Male,1,Married,1,9,9,7,6,8
No,54,Travel_Frequently,Research & Development,1,Female,3,Divorced,7,33,5,4,1,4
No,44,Travel_Rarely,Research & Development,2,Female,4,Married,1,10,10,5,7,7
Yes,19,Non-Travel,Research & Development,10,Female,2,Single,1,1,1,1,0,0
No,29,Travel_Rarely,Research & Development,1,Female,4,Divorced,1,3,3,2,1,2
No,54,Travel_Rarely,Research & Development,3,Male,4,Married,3,36,10,9,0,9
No,31,Travel_Rarely,Research & Development,24,Female,1,Single,1,10,10,9,1,8
No,59,Travel_Rarely,Sales,3,Female,4,Single,5,13,6,1,0,5
No,43,Travel_Rarely,Research & Development,3,Male,4,Married,3,25,8,7,0,7
No,49,Travel_Rarely,Research & Development,4,Male,3,Married,2,23,1,0,0,0
No,36,Travel_Frequently,Research & Development,3,Male,2,Married,1,12,11,10,0,7
No,29,Travel_Rarely,Research & Development,7,Male,4,Divorced,1,6,6,0,1,0
No,29,Travel_Rarely,Research & Development,1,Female,4,Divorced,3,9,7,7,1,7
No,34,Travel_Rarely,Research & Development,20,Female,3,Married,0,2,1,0,0,0
No,44,Travel_Rarely,Sales,5,Male,2,Married,7,26,22,9,3,10
No,33,Travel_Rarely,Sales,10,Male,3,Divorced,0,10,9,8,0,8
No,19,Travel_Rarely,Research & Development,25,Female,4,Single,1,1,1,0,0,1
No,23,Travel_Rarely,Research & Development,1,Male,3,Married,1,1,1,0,0,1
Yes,25,Travel_Frequently,Sales,24,Male,4,Single,1,1,1,0,1,0
No,26,Travel_Rarely,Research & Development,4,Male,4,Single,1,8,8,5,2,2
Yes,21,Travel_Frequently,Research & Development,10,Female,3,Single,1,2,2,2,2,2
No,46,Travel_Rarely,Sales,4,Female,2,Married,2,26,11,4,0,8
No,34,Travel_Rarely,Sales,2,Female,1,Single,0,4,3,2,0,2
No,51,Travel_Frequently,Sales,9,Male,2,Divorced,4,31,29,10,11,10
No,59,Travel_Rarely,Research & Development,18,Male,4,Single,6,25,9,7,5,4
No,34,Travel_Frequently,Human Resources,11,Male,2,Married,4,14,10,9,1,8
No,43,Travel_Rarely,Sales,4,Female,4,Single,3,23,21,7,15,17
No,36,Travel_Rarely,Research & Development,2,Female,2,Single,9,18,16,14,5,12
Yes,44,Travel_Rarely,Research & Development,15,Female,4,Married,1,10,10,7,0,5
No,28,Travel_Frequently,Research & Development,2,Male,4,Married,1,2,2,2,2,2
No,30,Non-Travel,Research & Development,9,Female,3,Single,7,10,8,4,1,7
Yes,29,Travel_Rarely,Research & Development,7,Female,3,Divorced,3,10,7,7,7,7
No,28,Travel_Rarely,Research & Development,1,Male,1,Single,2,5,3,2,1,2
No,32,Travel_Rarely,Sales,8,Male,4,Married,1,10,10,7,0,8
No,45,Travel_Frequently,Research & Development,25,Female,2,Single,3,22,0,0,0,0
No,39,Travel_Rarely,Research & Development,13,Female,2,Divorced,6,21,19,9,15,2
No,58,Travel_Rarely,Research & Development,23,Male,3,Divorced,1,2,2,2,2,2
Yes,32,Travel_Rarely,Research & Development,7,Male,3,Married,1,10,10,4,1,1
Yes,39,Travel_Rarely,Research & Development,23,Male,1,Single,0,6,5,2,0,3
No,30,Travel_Rarely,Research & Development,6,Female,4,Married,0,10,9,2,6,7
No,36,Travel_Rarely,Research & Development,10,Female,3,Married,3,10,7,7,1,7
No,46,Travel_Rarely,Human Resources,1,Female,1,Single,6,10,7,6,5,7
No,50,Travel_Rarely,Research & Development,28,Female,1,Married,4,25,3,2,1,2
Yes,40,Travel_Rarely,Sales,25,Male,2,Single,2,9,5,4,1,0
Yes,52,Travel_Rarely,Sales,5,Male,2,Single,9,10,8,7,7,7
No,30,Travel_Rarely,Research & Development,17,Female,1,Married,1,9,9,1,0,8
No,39,Travel_Rarely,Research & Development,18,Male,3,Single,0,9,8,7,1,7
No,31,Non-Travel,Sales,2,Female,3,Divorced,1,10,10,8,9,6
No,41,Non-Travel,Sales,10,Male,2,Single,1,19,19,2,11,9
Yes,31,Travel_Frequently,Sales,1,Female,2,Single,1,3,3,2,2,2
No,42,Non-Travel,Research & Development,2,Male,3,Married,0,21,20,8,2,10
No,55,Travel_Rarely,Research & Development,2,Female,3,Married,4,23,19,9,9,11
No,40,Non-Travel,Research & Development,16,Male,3,Divorced,9,6,4,2,0,0
No,40,Travel_Rarely,Research & Development,2,Male,4,Single,1,9,9,8,8,8
No,41,Travel_Frequently,Sales,1,Female,1,Divorced,0,10,9,3,1,7
No,35,Travel_Frequently,Research & Development,4,Male,3,Single,1,9,9,6,1,1
No,51,Travel_Rarely,Human Resources,5,Male,2,Divorced,1,33,33,9,0,10
No,38,Travel_Rarely,Sales,2,Female,1,Divorced,3,11,7,7,1,7
No,34,Travel_Rarely,Sales,15,Female,1,Single,1,10,10,8,9,6
No,36,Travel_Frequently,Sales,7,Female,1,Married,2,17,15,7,6,13
No,48,Travel_Rarely,Research & Development,4,Male,4,Single,1,11,10,9,0,8
No,18,Non-Travel,Research & Development,1,Female,4,Single,1,0,0,0,0,0
No,35,Travel_Rarely,Research & Development,1,Female,4,Married,0,10,9,7,0,0
No,56,Travel_Rarely,Research & Development,23,Male,2,Married,4,33,19,16,15,9
No,34,Non-Travel,Research & Development,26,Female,3,Divorced,1,5,5,4,0,0
No,40,Travel_Rarely,Research & Development,2,Female,3,Divorced,5,15,12,11,11,8
Yes,35,Travel_Frequently,Sales,18,Female,3,Married,0,5,4,2,3,2
No,38,Travel_Frequently,Research & Development,7,Male,3,Divorced,1,4,4,2,0,3
No,28,Travel_Rarely,Sales,26,Male,1,Married,1,5,5,3,0,4
Yes,31,Travel_Rarely,Research & Development,22,Male,3,Married,1,10,10,2,6,7
No,51,Travel_Frequently,Sales,2,Male,2,Married,2,14,4,2,3,2
No,41,Travel_Frequently,Research & Development,22,Female,4,Divorced,3,12,6,2,3,3
No,33,Travel_Frequently,Sales,5,Male,4,Married,6,8,5,4,1,2
No,32,Travel_Rarely,Sales,2,Male,2,Married,0,4,3,2,1,2
No,39,Non-Travel,Research & Development,25,Male,3,Married,3,13,6,4,0,5
No,25,Travel_Rarely,Sales,18,Male,3,Married,2,6,3,2,1,2
No,52,Travel_Frequently,Research & Development,28,Female,3,Married,2,24,5,3,0,2
No,43,Travel_Rarely,Research & Development,6,Female,3,Single,1,20,20,7,1,8
No,27,Travel_Rarely,Sales,10,Female,4,Married,1,6,6,2,4,4
Yes,27,Travel_Rarely,Research & Development,17,Female,3,Single,1,8,8,2,7,7
No,26,Travel_Rarely,Research & Development,2,Male,4,Single,0,5,4,3,1,1
No,52,Travel_Rarely,Research & Development,8,Female,1,Married,9,12,5,4,0,4
No,26,Travel_Rarely,Research & Development,7,Male,1,Single,0,8,7,7,0,7
Yes,49,Travel_Frequently,Research & Development,28,Male,1,Single,3,20,4,3,1,3
Yes,29,Travel_Frequently,Research & Development,14,Female,4,Single,0,9,8,7,7,7
No,58,Travel_Rarely,Research & Development,1,Female,1,Married,3,32,9,8,1,5
No,55,Travel_Rarely,Research & Development,1,Male,4,Divorced,2,31,7,7,0,0
No,36,Travel_Rarely,Sales,3,Female,2,Single,3,15,5,4,0,1
No,30,Travel_Rarely,Sales,7,Female,1,Divorced,7,8,3,2,0,2
Yes,31,Travel_Rarely,Research & Development,8,Female,2,Single,1,1,1,0,0,0
No,27,Travel_Rarely,Research & Development,11,Male,1,Married,0,6,5,0,1,4
No,36,Travel_Rarely,Sales,16,Female,1,Married,4,11,3,2,0,2
Yes,25,Travel_Rarely,Sales,9,Male,1,Married,3,6,3,2,2,2
No,37,Non-Travel,Research & Development,5,Male,3,Single,0,7,6,5,1,3
No,56,Travel_Rarely,Research & Development,1,Female,1,Married,2,5,3,2,1,0
No,24,Travel_Rarely,Sales,4,Female,3,Married,1,5,5,4,0,3
No,34,Travel_Rarely,Research & Development,1,Female,2,Married,5,7,5,4,0,2
No,41,Travel_Rarely,Research & Development,5,Male,3,Married,2,7,4,2,0,3
No,40,Non-Travel,Research & Development,9,Male,3,Divorced,3,11,8,7,0,7
Yes,39,Non-Travel,Research & Development,2,Female,1,Single,2,11,1,0,0,0
Yes,31,Travel_Frequently,Research & Development,1,Female,2,Single,1,10,10,8,4,7
No,45,Travel_Rarely,Research & Development,20,Male,1,Divorced,2,24,7,7,0,7
Yes,31,Travel_Frequently,Research & Development,2,Male,4,Married,6,7,2,2,2,2
No,45,Travel_Rarely,Research & Development,29,Male,4,Married,4,10,3,1,1,2
No,48,Travel_Rarely,Sales,7,Male,1,Divorced,4,15,2,2,2,2
Yes,34,Travel_Rarely,Human Resources,9,Female,3,Married,1,2,2,2,2,2
No,44,Non-Travel,Research & Development,5,Male,3,Single,3,7,5,2,0,3
